Query,Brand,Attributes,Product_type
flushmatic toilet cleaner,,[],toilet cleaner
adidas men shoes,Adidas,['men'],shoes
aashirvaad desi ghee,Aashirvaad,[],ghee
gold flake cigarette,Gold Flake,['gold'],cigarette
khus khus seeds,Bombay Seeds,['khus khus'],seeds
finish dishwasher salt,Finish,[],dishwasher salt
lemongrass green tea,Vayu Tea and Blends,"['lemongrass', 'green']",tea
bucket and mug,,[],bucket and mug
feminine hair removal,Hair,['feminine'],hair removal
vadilal ice cream cake,Vadilal,['ice cream cake'],
drools cat dry food,Drools,[],cat dry food
classmate octane pen,Classmate,['octane'],pen
women flip flops,Fun Flips,['women'],flip flops
ocean face wash,Ocean Spray,['ocean'],face wash
set wet wax,Set Wet,[],wax
maggi cheese pasta,Maggi,['cheese'],pasta
maggi cuppa noodles,Maggi,[],noodles
arata hair gel,Arata,[],hair gel
lavender room freshener,Aroma,['lavender'],room freshener
fnp roses bouquet,FNP,[],bouquet
paper boat coconut water,Paper Boat,[],coconut water
lakme nail polish,Lakme,[],nail polish
fortune arhar dal,Fortune,[],arhar dal
schezwan fried rice,Masoori rice,['schezwan'],fried rice
plum gift set,Plum,['gift set'],
pampers m size,Pampers,['m size'],
watches for women,,['for women'],watches
sugar pop kajal,SUGAR POP,[],kajal
cash on delivery,Delivery Fees,[],
namaste india milk,Amul,[],milk
minimalist vitamin c serum,Minimalist,['vitamin c'],serum
himalaya koflet lozenges,Himalaya,"['koflet', 'lozenges']",
led night lamp,Night Light,[],night lamp
acne spot corrector,Acne,"['acne', 'spot', 'corrector']",
women's crop top,,"[""women's""]",crop top
monin mojito syrup,Monin,['mojito'],syrup
basket for clothes,Chef's Basket,[],basket
daily good chakki fresh atta,Daily Good,"['chakki', 'fresh']",atta
rajdhani chana sattu,Rajdhani FM,[],chana sattu
daily good seeds,Daily Good,[],seeds
gokul cow milk,Gokul,[],milk
blue heaven mascara,Blue Heaven,[],mascara
hot and cold water bottle,,['hot and cold'],water bottle
surf excel pods,Surf Excel,[],pods
garnier bright complete,Garnier,"['bright', 'complete']",
black face mask,Suraksha Mask,['black'],face mask
samsung wired earphones,Samsung,[],earphones
body cupid perfume,Cupid Angel,[],perfume
heritage buffalo milk,Heritage,[],milk
salicylic acid facewash,Salactin,['salicylic acid'],facewash
dabur coconut oil,Dabur Hair Care,['coconut'],oil
double horse puttu,Double Horse,[],puttu
red label leaf tea,Red Label,"['red', 'leaf']",tea
balaji chana jor,Balaji,[],chana jor
water bottle milton,Milton,[],water bottle
oreo chocolate shake,Oreo,['chocolate'],shake
pepe jeans men,Pepe Jeans,['men'],
tata filter coffee,Tata,['filter'],coffee
haldiram's salted peanuts,Haldiram's,['salted'],peanuts
face wash dot and key,Dot & Key,[],face wash
relish chicken wings,Relish,[],chicken wings
vitamin c moisturizer,Moistane,['vitamin c'],moisturizer
sunny soyabean oil,Sunny,[],soyabean oil
face mask sheet,Suraksha Mask,[],face mask
bingo spicy chips,Bingo!,['spicy'],chips
lizol citrus cleaner,Lizol,['citrus'],cleaner
type c connector,,[],connector
figaro massage oil,Figaro,[],massage oil
toyshine kids mask,Toyshine,[],mask
hot lunch box,Hot Delivery Bag,['hot'],lunch box
toastea elaichi rusk,Ruchi,['elaichi'],rusk
mother dairy butter milk,Mother Dairy,[],butter milk
sex toy for men,Dickie Toys,['for men'],sex toy
tata tea 1kg,Tata Tea Premium,['1kg'],tea
minimalist face moisturizer,Minimalist,"['face', 'moisturizer']",
daily good raisin,Daily Good,[],raisin
farm made eggs,Farm Made,['farm made'],eggs
dairy milk fruit and nuts,Dairy Milk,['fruit and nuts'],
saundarya face wash,Sahasthra,[],face wash
iphone 15 pro max,,[],iphone
milk drink mix,Milk Shake,[],milk drink mix
gota garam masala,Sakthi Masala,['gota'],garam masala
mee mee soap,Mee Mee,[],soap
edible coconut oil,Bio Oil,['edible'],coconut oil
thai curry red,Real Thai,['red'],curry
big mustard seeds,,['big'],mustard seeds
whole wheat paratha,,['whole wheat'],paratha
mars lip crayon,Mars Cosmetics,[],lip crayon
epigamia protein yogurt,Epigamia,['protein'],yogurt
gyan dairy khoya,Gyan Dairy,[],khoya
tobacco free flavour,Nicopenta,"['tobacco free', 'flavour']",
moong dal green,Dalda,"['moong', 'green']",dal
til ka oil,Priya Oil,['til'],oil
maggi instant cup noodles,Maggi,['instant'],noodles
daily good poha,Daily Good,[],poha
harry potterkinder joy,Kinder Joy,[],
dry fruits laddu,Shree Ganesh Dry Fruits,['dry fruits'],laddu
prestige rice cooker,Prestige,[],rice cooker
parle marie biscuit,Parle,[],biscuit
new year calender,Caleat,['new year'],calender
gym t shirt,,[],t shirt
lip balm dot and key,Dot & Key,[],lip balm
birthday decoration kit,,[],decoration kit
whole truth whey,The Whole Truth,[],whey
colgate toothpaste small,Colgate,['small'],toothpaste
set wet deodorant,Set Wet,[],deodorant
washing liquid top load,,['top load'],washing liquid
go zero chocolate,Go Zero,[],chocolate
sanitary pad sofy,Sofy,[],sanitary pad
rice sheet mask,Suraksha Mask,['rice'],sheet mask
mdh degi mirch,MDH,['degi mirch'],
ujala front load liquid detergent,Ujala,[],liquid detergent
vasmol hair color,Vasmol,[],hair color
engage body spray,Engage,[],body spray
portronics power plate,Portronics,[],power plate
natural ice cream,Arun Ice Creams,['natural'],ice cream
oneplus buds 3,Oneplus,[],buds
24 mantra sugar,24 Mantra,[],sugar
organic sweet potato,Organic,"['organic', 'sweet']",potato
biotique body lotion,Biotique,[],body lotion
aachi chili powder,Aachi,[],chili powder
magsafe iphone case,Spigen,['magsafe'],iphone case
rice bag 25kg,Masoori rice,['25kg'],rice bag
boat nirvana ion,boat,[],nirvana ion
shower to shower,Shower To Shower,[],
id paneer paratha,iD,[],paneer paratha
lavie men's wallet,Lavie,[],wallet
transparent exam pad,,['transparent'],exam pad
fresh to home chicken,Fresh to Home,['fresh'],chicken
coffee powder sachet,Coffee Mate,['sachet'],coffee powder
cow milk chitale,Chitale,[],milk
cadbury family pack,Cadbury,['family pack'],
adult dog food,Foodie Puppies,['adult'],dog food
vim bar small,Vim,['small'],bar
loreal face wash,L'Oreal,[],face wash
kelloggs corn flakes,Kellogg's,[],corn flakes
relish chicken gizzard,Relish,"['chicken', 'gizzard']",
projector night light,Night Light,[],projector night light
magnus lunch box,Magnus,[],lunch box
vi-john shaving cream,VI-John,[],shaving cream
portronics ear cleaner,,[],ear cleaner
mccain masala fries,McCain,['masala'],fries
lakme eyeconic kajal,Lakme,['eyeconic'],kajal
complan kids' nutrition,Complan,"[""kids' nutrition""]",
stainless steel water bottle,,['stainless steel'],water bottle
everyuth face pack,Everyuth,[],face pack
pan cake mix,Pan,[],pancake mix
food colour yellow,April3rd Foods,['yellow'],food colour
protinex adult nutrition,Protinex,"['adult', 'nutrition']",
nmf lip balm,Lipirose,['nmf'],lip balm
hauser writing essentials,Hauser,['writing essentials'],
fuel one whey max,Fuel One,[],whey max
rosemary essential oil,Herbal Essence,['rosemary'],essential oil
daily good maida,Daily Good,[],maida
hair color cream,Vip Natural Hair Colour Shampoo,[],hair color cream
dotted rings condoms,,['dotted'],condoms
diaper small size,,['small size'],diaper
sanfe hair removal spray,Sanfe,[],hair removal spray
period panty xxl,,['xxl'],panty
beyond snack banana chips,Beyond Snack,['banana'],chips
vanilla custard powder,Cream Pot,['vanilla'],custard powder
biotique hair serum,Biotique,[],hair serum
pizza and pasta sauce,Peppy Pasta,[],sauce
hot wheels cars,,[],cars
pitambari silver shine,Pitambari,"['silver', 'shine']",
protein peanut butter,Nutter Butter-S,"['protein', 'peanut']",butter
sendha namak powder,Simply Nam,"['sendha', 'namak', 'powder']",
puff pastry sheets,,[],puff pastry sheets
dish wash liquid,Fortune Dishwasher,[],dish wash liquid
zero sugar chocolate,Go Zero,['zero sugar'],chocolate
all out repellent,All Out,[],repellent
kadahi with lid,Kadhakali,['with lid'],kadahi
veeba tomato ketchup,Veeba,[],tomato ketchup
dabur pudin hara,Dabur,['pudin hara'],
phool incense stick,Phool,[],incense stick
oil spray bottle,Ocean Spray,[],spray bottle
besan 1 kg,,['1 kg'],besan
chicken thigh boneless,Bone,['boneless'],chicken thigh
parle hide and seek,Parle,['hide and seek'],
lakme perfect radiance,Lakme,"['perfect', 'radiance']",
amul milk drinks,Amul,[],milk drinks
protein oats pintola,Pintola,[],oats
dhampur green jaggery,Dhampur Green,[],jaggery
bisleri packaged water,Bisleri,[],packaged water
d size battery,Panasonic Batteries,['d size'],battery
vvd coconut oil,VVD,[],coconut oil
dairy milk chocolate box,Dairy Milk,[],chocolate box
blue heaven blush,Blue Heaven,[],blush
art and craft,Play Craft,[],art and craft
eno stomach care,Eno,['stomach care'],
ready to eat noodles,,['ready to eat'],noodles
bongchie rolling paper,Bongchie,[],rolling paper
transparent phone cover,,['transparent'],phone cover
old spice lotion,Old Spice,[],lotion
tata simply better oil,Tata Simply Better,[],oil
pond's body powder,Pond's,[],body powder
food bag clip,,[],bag clip
fun flips puffs,Fun Flips,[],puffs
blue heaven eyeliner,Blue Heaven,['blue'],eyeliner
luvlap breast pump,LuvLap,[],breast pump
l size diaper,,['l size'],diaper
sugar pop body lotion,SUGAR Cosmetics,"['sugar', 'pop']",body lotion
iphone 13 back cover,,[],back cover
balloons - white,Snow White,['white'],balloons
sweet corn frozen,Frehly Frozen,"['sweet', 'frozen']",corn
nachos with dip,Diprobate,['with dip'],nachos
oily skin cleanser,Skindruf,['oily skin'],cleanser
dot & key lip,Dot & Key,[],lip
mama earth shampoo,Mamaearth,[],shampoo
om sweets dhoda,OM Sweets,[],dhoda
heritage buffalo ghee,Heritage,['buffalo'],ghee
ghee 1 kg,GRB GHEE,['1 kg'],ghee
the skin story,The Skin Story,[],
mahakosh mustard oil,Mahakosh,[],mustard oil
fabric roll on,Rollick,['fabric'],roll on
wine bottle opener,Opener,[],bottle opener
tata chai patti,Tata Tea Premium,"['chai', 'patti']",
kala khatta soda,Khatana,['kala khatta'],soda
iphone data cable,,[],data cable
domyos by decathlon,Decathlon,[],
halka phulka rotis,Kaka Halwai,"['halka', 'phulka']",rotis
kids makeup box,House Of Makeup,[],makeup box
chest nut brown,Nutribullet,['chest nut brown'],
hicks hot water bag,Hicks,[],hot water bag
tide 10 kg,Tide,['10 kg'],
black pepper sprinkler,Dr Pepper,['black'],pepper sprinkler
faces canada eyeliner,Faces Canada,[],eyeliner
sunglasses for men,,['for men'],sunglasses
wheat apple cereal,Aro Grocery Cereals,"['wheat', 'apple']",cereal
swiss beauty lip oil,Swiss Beauty,[],lip oil
cold & cough,D cold,"['cold', 'cough']",
anti pollution mask,Pollution Safe,['anti pollution'],mask
vega hair straightener,Vega,[],hair straightener
white oud perfume,Aroma,"['white', 'oud']",perfume
neem face pack,Neem,['neem'],face pack
woodwards gripe water,Woodward's,[],gripe water
cake ice cream,Hocco Ice Creams,[],ice cream
sunflower oil 500ml,Bio Oil,['500ml'],sunflower oil
banana - flower,Banana Republic,['banana'],flower
sesame seeds white,,"['sesame', 'white']",seeds
adult diaper xxl,,"['adult', 'xxl']",diaper
dry fruit cutter,Bare Fruit,['dry fruit'],cutter
godrej bath soap,Godrej,[],bath soap
dairy milk 100,Dairy Milk,['100'],
induction cookware set,Crystal Cookware,[],cookware set
family ice cream,Hocco Ice Creams,['family'],ice cream
colgate toothpaste salt,Colgate,['salt'],toothpaste
lifelong mixer grinder,Lifelong,[],mixer grinder
the derma co serums,The Derma Co,[],serums
britannia jim jam,Britannia,[],jim jam
vim dishwash powder,Vim,[],dishwash powder
britannia fudge it,Britannia,[],fudge
zouk sling bag,Zouk,[],sling bag
fish cat food,Carnivore,[],cat food
plum cake eggless,Plum,['eggless'],plum cake
dutch truffle pastry,Trufol,"['dutch', 'truffle']",pastry
joi farm milk,Joi Farm,[],milk
puppy dog food,Foodie Puppies,[],dog food
moong dal flour,Annapurna Flours,"['moong', 'dal']",flour
cream fresh milk,Dairy Milk,"['cream', 'fresh']",milk
i-pill pregnancy kit,i-pill,[],pregnancy kit
green peas frozen,Frehly Frozen,"['green', 'frozen']",peas
amul pasteurised butter,Amul,['pasteurised'],butter
wheat flour 5kg,Flours,['5kg'],flour
nu republic cable,Nu Republic,[],cable
portronics car charger,Portronics,[],car charger
engage for men,Engage,['for men'],
men walking shoes,,['men'],walking shoes
tissue paper box,,[],tissue paper box
vaseline skin jelly,Vaseline,['skin jelly'],
protinex chocolate drink,Protinex,['chocolate'],drink
plush sanitary pads,Plush,[],sanitary pads
moong dal haldiram,Haldiram's,[],moong dal
mb peanut butter,MyFitness,[],peanut butter
zepto cafe chole kulche,Zepto Cafe,[],chole kulche
stainless steel pan,Pan,['stainless steel'],pan
hawkins pressure cooker,Hawkins,[],pressure cooker
colombian brew coffee,Columbian Brew,[],coffee
scented candle gift,SOUL & SCENTS,"['scented', 'gift']",candle
no sugar ice cream,Sugar Free,['no sugar'],ice cream
ice cream strawberry,Mercelys Ice Cream,['strawberry'],ice cream
the baker's dozen cakes,The Baker's Dozen,[],cakes
honey mustard sauce,Haute Sauce,"['honey', 'mustard']",sauce
lal dharwad peda,Lal Sweets,[],peda
weikfield baking soda,Weikfield,[],baking soda
luggage weight machine,,[],weight machine
mtr sambhar masala,MTR,['sambhar'],masala
10 rs chocolate,The Belgian Chocolate,['10 rs'],chocolate
facewash for men,Faceclin,['for men'],facewash
basmati rice 10kg,Masoori rice,['10kg'],basmati rice
lifebuoy total 10,Lifebuoy,['total 10'],
rajdhani rajma chitra,Rajdhani,"['rajma', 'chitra']",
clean n clear,Clean & Clear,[],
sanfe pimple patch,Sanfe,['pimple patch'],
amul kaju katri,Amul,['kaju katri'],
7 up lemon,7 Up,['lemon'],
butter chicken biryani,Porna Chicken,[],biryani
rice brain oil,Bio Oil,['rice'],oil
luggage weighing machine,,[],weighing machine
switz paratha puff,Switz,[],paratha puff
shoe polish black,Black N More,['black'],shoe polish
britannia cheese cubes,Britannia,"['cheese', 'cubes']",
catch chicken masala,Catch,[],chicken masala
cookd biryani kit,Cookd,[],biryani kit
santoor aloe fresh,Santoor,"['aloe', 'fresh']",
tang - lemon,Tang,['lemon'],tang
agaro vacuum cleaner,Agaro,[],vacuum cleaner
kids soft toy,Mother Touch Toys,"['kids', 'soft']",toy
ceramide lip balm,Lipirose,['ceramide'],lip balm
morning dew powder,Mountain Dew,['morning dew'],powder
dairy milk roast almond,Dairy Milk,"['roast', 'almond']",
zepto cafe bhelpuri,Zepto Cafe,[],bhelpuri
skybags trolley bag,Skybags,[],trolley bag
liquid detergent front load,,"['liquid', 'front load']",detergent
rice water serum,Cuppa Rice,['rice water'],serum
veet sensitive skin,Veet,"['sensitive', 'skin']",
natural wood charcoal,Charcoal Eats,"['natural', 'wood']",charcoal
ice cream pot,Cream Pot,[],ice cream pot
toffee coffee roasters,Toffee Coffee Roasters,[],
the derma co moisturizer,The Derma Co,[],moisturizer
glycolic acid skincare,Personal Touch Skincare,['glycolic acid'],skincare
kala jamun popsicle,Jamun,"['kala', 'jamun']",popsicle
tata tea 1 kg,Tata Tea Premium,['1 kg'],tea
tennis elbow support,,"['tennis', 'elbow', 'support']",
shampoo for men,Vip Natural Hair Colour Shampoo,['for men'],shampoo
paper disposable glass,Glass Ideas,['disposable'],glass
sugar free gum,Sugar Free,['sugar free'],gum
toilet seat sanitizer,,[],toilet seat sanitizer
mozzarella cheese amul,Amul,[],cheese
kinder joy h,Kinder Joy 2024,[],
coconut chutney mix,Chumbak,['coconut'],chutney mix
wembley ball pool,Wembley,[],ball pool
veeba peanut butter,Veeba,[],peanut butter
love beauty & planet conditioner,Love Beauty & Planet,[],conditioner
3 in 1 notebook,,['3 in 1'],notebook
amul kesar peda,Amul,['kesar'],peda
plastic spray bottle,RATAN PLASTICWARE,['plastic'],spray bottle
guntur dried red chilli,Guntur,"['guntur', 'dried', 'red']",chilli
eno digestive salt,Eno,['digestive'],salt
hyderabadi biryani masala,Sakthi Masala,['hyderabadi'],biryani masala
dry fruit ice cream,Fruit Treat,['dry fruit'],ice cream
surf excel 500,Surf Excel,['500'],
philips mixer grinder,Philips Appliance,[],mixer grinder
tide 1 kg,Tide,['1 kg'],
l'oreal professional conditioner,L'Oreal Professional,[],conditioner
thums up 2l,Thums Up,['2l'],
fortune  oil,Fortune,[],oil
c pin cable,Pin,[],cable
birthday greeting card,,[],greeting card
open secret dates,Open Secret,['dates'],
talking cactus toy,Star toys,[],toy
classmate notebook unruled,Classmate,['unruled'],notebook
native water purifier,,[],water purifier
permanent marker pen,,[],marker pen
formal men's belt,Beltas,"['formal', ""men's""]",belt
olay natural aura,Olay,"['natural', 'aura']",
chings fried rice masala,Ching's Secret,['fried rice masala'],
4700bc corn chips,4700BC,[],corn chips
rice bag 25 kg,Masoori rice,['25 kg'],rice bag
lakme rose powder,Lakme,['rose powder'],
perfumes for men,Aroma,['for men'],perfumes
frozen mix veggies,Sardar Frozen Foods,"['frozen', 'mix']",veggies
ful cream dudh,Amul,['ful cream'],dudh
lindt white chocolate,Lindt,['white'],chocolate
suhana pav bhaji masala,Suhana,['pav bhaji'],masala
philips one blade,Philips,['one blade'],
other pooja items,Pooja Beverages,[],pooja items
ayur cold cream,Go Ayurveda,[],cold cream
over ear headphones,Headset,[],headphones
dish wash soap,SafeWash,[],dish wash soap
digestive biscuits combo,Bournvita Biscuits,[],biscuits
ankur groundnut oil,Ankur,['groundnut'],oil
dark spot reduction,,['dark spot reduction'],
cigarette fine touch,Fine Touch,[],cigarette
fogg body spray,Fogg,[],body spray
i-activ period panties,I-Activ,['period'],panties
high protein peanut butter,Max Protein,['high protein'],peanut butter
fortune biryani rice,Fortune,[],biryani rice
parrys amrit sugar,Parry's,[],sugar
fortune indori poha,Fortune,['indori'],poha
niine sanitary pads,NIINE,[],sanitary pads
farmley mix seeds,Farmley,['mix'],seeds
mamypoko pants s size,Mamypoko,['s size'],pants
volini pain relief spray,Volini,['pain relief'],spray
cake 1 kg,Cake Mania,['1 kg'],cake
sugar half kg,Sugar,['half kg'],sugar
hair & care oil,Hair & Care,[],oil
wired earphones type c,Sennheiser,"['wired', 'type c']",earphones
books for kids,Oswaal Books And Learning,['for kids'],books
pigeon rice cooker,Pigeon by Stovekraft,[],rice cooker
kider joy harry potter,Kinder Joy,['harry potter'],
oppo enco buds 2,OPPO,[],buds
apple red delicious,Apple Washington,"['apple', 'red', 'delicious']",fruits
mom fried rice,MOM,['fried'],rice
sour dough bread,Bread Story,"['sour', 'dough']",bread
sunland sunflower oil,Sunland,[],sunflower oil
sunfeast marie biscuits,Sunfeast,[],biscuits
mamaearth face scrub,Mamaearth,[],face scrub
piri piri fries,Pio,['piri piri'],fries
kesar kali rice,Keshar Kali,[],rice
apple smart watch,Apple,[],smart watch
blue heaven kajal,Blue Heaven,[],kajal
schweppes ginger ale,Schweppes,"['ginger', 'ale']",
refined oil 500ml,Bio Oil,"['refined', '500ml']",oil
foxtale vitamin c,Foxtale,['vitamin c'],
paneer tikka pizza,Pantop,"['paneer', 'tikka']",pizza
whipping cream powder,Cream Pot,[],whipping cream powder
haldiram's cornflakes mixture,Haldiram's,"['cornflakes', 'mixture']",
daily good anjeer,Daily Good,['anjeer'],
single bed sheet,,['single'],bed sheet
denver perfume gift set,,[],perfume gift set
bella vita shower gel,Bella Vita Organic,[],shower gel
laptop cooling pad,,[],cooling pad
amul protein milk,Amul,['protein'],milk
namyaa hair removal,Namyaa,['hair removal'],
sumeru chicken nuggets,Sumeru,[],chicken nuggets
ball pen black,Black N More,['black'],ball pen
black t shirt,Black & White,['black'],t shirt
jute bag medium,Jupical,['medium'],jute bag
teabox green tea,Teabox,['green'],tea
philips avent feeding bottle,Philips Baby Care,[],feeding bottle
kissan jam small,Kissan,['small'],jam
green pea sprouts,Evora Greens,"['green', 'pea', 'sprouts']",
thriveco hair serum,Thriveco,[],hair serum
parle elaichi rusk,Parle,['elaichi'],rusk
pampers baby wipes,Pampers,[],baby wipes
grocery toor dal,Grocery Toor Dal,[],toor dal
colgate tooth powder,Colgate,[],tooth powder
poker chips set,Poker,[],poker chips set
thaayar dosa batter,Thaayar,[],dosa batter
transparent nail polish,Nailrox,['transparent'],nail polish
bath soap case,Bath Basics,[],soap case
ruffpad lcd pad,LCD,[],lcd pad
hair removal strips,,[],hair removal strips
cotton double bedsheet,Cotton Mouth,"['cotton', 'double']",bedsheet
fortune oil 15,Fortune,['15'],oil
water bottle 500ml,,['500ml'],water bottle
brown lip liner,Lipicure,['brown'],lip liner
daily good chia seeds,Daily Good,[],chia seeds
kamasutra for men,KamaSutra,['for men'],
iphone 15 plus cover,,[],cover
fair and handsome cream,Glow & Handsome,"['fair', 'handsome']",cream
mutton seekh kebab,Keratab,[],kebab
daily good batter,Daily Good,[],batter
vijay akki tari,Vijay,[],akki tari
earphone type c,Sennheiser,['type c'],earphone
ball point pen,Pentasure,[],pen
wooden chopping board,Chopserve,['wooden'],chopping board
onion 1 kg,,['1 kg'],onion
yardley london body lotion,Yardley London,[],body lotion
high fibre biscuits,Bournvita Biscuits,['high fibre'],biscuits
nail remover wipes,,[],nail remover wipes
borges extra virgin,Borges,['extra virgin'],
garlic bread loaf,Baker's Loaf,['garlic'],bread loaf
steel feeding bottle,,['steel'],feeding bottle
plum hair serum,Plum,[],hair serum
gas hose pipe,Gas,[],hose pipe
gritzo super milk,Gritzo,['super'],milk
shirts for men,Adidas Apparel,['for men'],shirts
sunpure rice bran oil,Sunpure,[],rice bran oil
rice 30 kg,Masoori rice,['30 kg'],rice
gazar ka halwa,Kaka Halwai,[],halwa
beer pong glasses,Glass Ideas,[],glasses
body wash pears,Pears,[],body wash
chana dal besan,Chandan,"['chana', 'dal']",besan
keya piri piri,Keya,['piri piri'],
pimple face wash,Acne,['pimple'],face wash
safari school bag,Safari,[],school bag
incense stick holder,,[],holder
urbangabru hair removal spray,Urbangabru,[],hair removal spray
veg atta noodles,Veocal,['veg'],noodles
prasuma chicken momos,Prasuma,[],chicken momos
niacinamide face serum,,['niacinamide'],face serum
stainless steel pressure cooker,,['stainless steel'],pressure cooker
hand wash bottle,SafeWash,[],hand wash
tata sampann urad,Tata Sampann,[],urad
peanut butter dark chocolate,Darkins Chocolates,['dark chocolate'],peanut butter
winkies love bite,Winkies,['love bite'],
samsung tv remote,Samsung,[],tv remote
doms oil pastel,Doms,[],oil pastel
doms wow kit,Doms,['wow kit'],
raw rice 1kg,Masoori rice,"['1kg', 'raw']",rice
afghani soya chaap,Saadaa,['afghani'],soya chaap
white label sugar,Sugar,"['white', 'label']",sugar
shree akshara rice,Shree Akshara,[],rice
dry fruit gift box,Fruit Treat,"['dry fruit', 'gift box']",
pilgrim vitamin c serum,Pilgrim,['vitamin c'],serum
yoga mat cover,,[],cover
spinz bb cream,Spinz,[],bb cream
tooth brush cover,,[],tooth brush cover
baby corn peeled,,['peeled'],baby corn
peri peri french fries,Pernex,['peri peri'],french fries
tide matic detergent liquid,Tide,[],detergent liquid
unsweetened almond milk,Dairy Milk,"['unsweetened', 'almond']",milk
channa jor chaat,Chandar,[],chaat
toothpaste for kids,,['for kids'],toothpaste
arora white eggs,Arora Eggs,['white'],eggs
perfumes for women,Aroma,['for women'],perfumes
boat ear buds,boat,[],ear buds
iphone power bank,,[],power bank
lakme forever lipstick,Lakme,['forever'],lipstick
small paper bag,Hot Delivery Bag,['small'],paper bag
savlon liquid handwash,Savlon,[],handwash
rice long grain,Masoori rice,['long grain'],rice
bella vita women,Bella Vita Organic,['women'],
yardley london perfumes,Yardley London,[],perfumes
peanut butter whole truth,The Whole Truth,[],peanut butter
amul butter 500gm,Amul,['500gm'],butter
gillette guard blade,Gillette,[],blade
paneer makhani meal,Panimun,"['paneer', 'makhani']",meal
tiggle hot chocolate,The Belgian Chocolate,[],hot chocolate
harry potter kinder hoy,Kinder Joy 2024,[],
narasus instant coffee,Narasus,[],instant coffee
green chilli small,Chillfill,"['green', 'small']",chilli
thums up cola,Thums Up,[],cola
lord krishna idol,Krishna,[],idol
air table lamp,,[],table lamp
liril body wash,Liril,[],body wash
cosco resistance band,Cosco,[],resistance band
mangat ram rajma,Mangat Ram,[],rajma
ankur cottonseed oil,Ramraj Cotton,['cottonseed'],oil
gear laptop bag,Gear,[],laptop bag
moong ki dal,Kilig,[],dal
fair n lovely,Fair & Lovely,[],
philips steam iron,Philips,[],steam iron
giva silver ring,GIVA,[],ring
water bottle small,,['small'],water bottle
lijjat masala papad,Lijjat,['masala'],papad
yu cup noodles,Yu Foods,[],cup noodles
purani delhi papdi,Delhi Darbar,[],papdi
mommy poko pants,Mamypoko,[],pants
dairy milk silk chocolate,Dairy Milk,['silk'],chocolate
sri sri tattva ghee,Sri Sri Tattva,[],ghee
se7en mehndi stencil,Se7en,[],mehndi stencil
best wishes card,,[],card
hair removal trimmer,Trimeg,[],trimmer
cup noodles maggie,Maggi,[],noodles
melatonin sleeping aid,Lysatone,"['melatonin', 'sleeping aid']",
biotin hair gummies,Power Gummies,"['biotin', 'hair']",gummies
shoes for kids,Nike,['for kids'],shoes
yippee instant pasta,Peppy Pasta,['instant'],pasta
abhi eggs nutri+,Abhi Eggs,['nutri+'],eggs
amul almond chocolate,Amul,"['almond', 'chocolate']",
tissue paper holder,Paperwrap,[],tissue paper holder
bottle cleaner brush,,[],bottle cleaner brush
mother dairy full cream milk,Mother Dairy,['full cream'],milk
remote control helicopter,,[],helicopter
marlboro double switch,Marlboro,['double switch'],
vicco face cream,Vicco,[],face cream
baby bottle dishwash,SafeWash,[],bottle
dark chocolate muesli,Darkins Chocolates,"['dark', 'chocolate']",muesli
caps for men,Capsitop,['for men'],caps
charliee butter chakli,Charliee,['butter'],chakli
nongshim korean veg noodles,Nongshim,"['korean', 'veg']",noodles
jbl wireless headphones,JBL,[],headphones
jimjam cream biscuits,Bournvita Biscuits,[],biscuits
fair & handsome,Fair & Lovely,[],
wd-40 multipurpose spray,Wd-40,['multipurpose'],spray
dish washing gloves,Fortune Dishwasher,[],gloves
american nuts ice cream,Hocco Ice Creams,['american'],ice cream
tomato chilli popcorn,Omypop Popcorn,"['tomato', 'chilli']",popcorn
prolume hair clutch,Proklean,"['prolume', 'hair']",clutch
as-it-is nutrition creatine,As-It-Is Nutrition,[],creatine
swiss beauty highlighter,Swiss Beauty,['highlighter'],
spicy green chilli,Chillfill,"['spicy', 'green']",chilli
ariel top load liquid,Ariel,[],liquid
type c to lightning cable,,[],cable
dairy milk 20rs,Dairy Milk,['20rs'],
fair and lovely cream,Glow & Lovely,"['fair', 'cream']",
olive oil for cooking,Oliveware,"['for cooking', 'olive']",oil
kids body wash,The Natural Wash,[],body wash
good night refil,Good Knight,['refil'],
family pack chikki,,['family pack'],chikki
orion turtle chips,Orion,[],turtle chips
travel spray bottle,Ocean Spray,[],spray bottle
ice cream feast,Healthy Feast,"['ice cream', 'feast']",
tile cleaning brush,,[],cleaning brush
flower puja mix,Hoovu,"['puja', 'mix']",flower
insulated lunch box,,['insulated'],lunch box
olive oil cooking,Oliveware,"['olive', 'cooking']",oil
nevia body lotion,Nivea,[],body lotion
gillette shaving cartridge,Gillette,[],shaving cartridge
milky mist milk,Milky Mist,[],milk
park avenue deo,Park Avenue,[],deo
zep cake premium,Zep Cake,['premium'],cake
ponds face cream,Pond's,[],face cream
satin pillow cover,,['satin'],pillow cover
usb to hdmi,,[],usb to hdmi
stockings for women,Adidas Apparel,['for women'],stockings
iphone 14 pro max,,[],iphone
gift box empty,,['empty'],gift box
ruchi gold palm oil,Priya Oil,['gold'],palm oil
harpic 500 ml,Harpic,['500 ml'],
ready to make,Ready Bear,[],
lunch box steel,Veer Steel,['steel'],lunch box
biryani rice 1kg,Masoori rice,['1kg'],biryani rice
tru hair wax,Tru Hair & Skin,[],wax
cloth washing brush,The Natural Wash,[],washing brush
