"query","brand","attributes","product_type"
"brooke bond dust tea","bon","['dust']","tea"
"mamaearth baby powder","arth","[]","baby powder"
"rosemary hair spray","air","['rosemary']","hair spray"
"boldfit hand grip","boldfit","['hand grip']",
"puramate bread crumbs","puramate","[]","bread crumbs"
"mobile stand for bike","mobil","['for bike']","mobile stand"
"origami toilet roll","ilet","[]","toilet roll"
"amul cup dahi","amul","[]","dahi"
"cooking olive oil","king","['cooking']","olive oil"
"roll on nivea","nivea","[]","roll on"
"whole wheat roti",,"['whole wheat']","roti"
"ecoright sling bag","cor","[]","sling bag"
"frozen spring rolls","rin","['frozen']","spring rolls"
"women hair clips","air","['women']","hair clips"
"foam body wash",,"[]","body wash"
"crax corn rings","cor","[]","corn rings"
"dove anti dandruff","ant","['anti dandruff']",
"loreal hair colour black","air","['black']","hair colour"
"sebamed anti dandruff","ant","['anti dandruff']",
"kali urad pulses","pulse","['kali', 'urad']","pulses"
"tea tree shampoo",,"['tea tree']","shampoo"
"lal sweets milk cake","lal sweets","[]","milk cake"
"oneplus nord buds","nor","[]","buds"
"infant formula food","ant","['infant', 'formula', 'food']",
"stayfree secure xl","stayfree","['secure', 'xl']",
"winston blackhead remover","head","['blackhead remover']",
"egg fried rice","ice","[]","fried rice"
"daily good chickpeas","daily","[]","chickpeas"
"honeywell air purifier","air","[]","air purifier"
"wooden carrom board","rro","['wooden']","carrom board"
"acnestar face wash","ace","[]","face wash"
"rapid relief toothpaste","oot","['rapid relief']","toothpaste"
"chupa chups gums","chupa chups","[]","gums"
"freshwrapp aluminium foil","fresh","[]","aluminium foil"
"thai curry green",,"['green']","curry"
"stayfree extra large","arg","['extra large']",
"nasher miles cabin","miles","[]","cabin"
"zoff garam masala","ara","[]","garam masala"
"freedom rice oil","dom","[]","rice oil"
"surf excel 500gm","surf excel","['500gm']",
"5 kg oil",,"['5 kg']","oil"
"international business game","usi","['international', 'business']","game"
"veg pizza bao",,"['veg']","pizza bao"
"dove shampoo sachet","dove","['sachet']","shampoo"
"international travel adapter",,"[]","travel adapter"
"grain zero cat food",,"['grain zero']","cat food"
"hot spicy noodles",,"['hot', 'spicy']","noodles"
"3m sticky notes",,"[]","sticky notes"
"organic india tea","nic","[]","tea"
"veg fried rice","ice","['veg']","fried rice"
"t shirt for women","omen","['for women']","t shirt"
"johnson baby lotion","lot","[]","lotion"
"portronics writing pad","nic","[]","writing pad"
"desi ghee jar",,"[]","ghee"
"indimix bhatura mix","indimix","[]","bhatura mix"
"gift pack chocolates","pac","['gift pack']","chocolates"
"hair spray bottle","air","[]","hair spray"
"ice cream biscuit","ice","[]","biscuit"
"insight lip gloss",,"[]","lip gloss"
"johnson baby powder",,"[]","powder"
"cetaphil gentle skin cleanser","cetaphil","['gentle', 'skin', 'cleanser']",
"nescafe coffee premix","nescafe","['coffee', 'premix']",
"brightening lip balm",,"['brightening']","lip balm"
"multigrain atta 5kg",,"['multigrain', '5kg']","atta"
"gala mop refill","gala","['mop', 'refill']",
"evereve disposable panties","ant","['disposable']","panties"
"cheese 1 kg",,"['1 kg']","cheese"
"biryani basmati rice","ice","['biryani', 'basmati']","rice"
"harpic rim cleaner","harpic","[]","rim cleaner"
"custard apple ice cream","apple","['custard apple']","ice cream"
"loreal paris serum","oreal","['paris', 'serum']",
"chicken malai tikka","hic","[]","chicken malai tikka"
"colgate baby toothpaste","colgate","[]","toothpaste"
"mamaearth face mask","ace","[]","face mask"
"water bottle 500 ml",,"['500 ml']","water bottle"
"kitkat chunky chocolates",,"['chunky']","chocolates"
"red party cups","red","['red']","party cups"
"under arm roll on",,"['under arm']","roll on"
"hot water flask",,"[]","flask"
"stick on bra",,"[]","bra"
"i phone cable","one","[]","cable"
"pulav basmati rice","ice","['pulav', 'basmati']","rice"
"bike face mask","ace","[]","face mask"
"dove anti dandruff shampoo","ant","['anti dandruff']","shampoo"
"body wash small",,"['small']","body wash"
"kinder joy boys","joy","['boys']",
"sumeru grated coconut","cocon","[]","grated coconut"
"harry potter kiderjoy","joy","[]",
"multi protein bread","pro","['multi']","bread"
"baby pants diapers","ant","['baby']","pants diapers"
"vitamin e cream","vitamin","['vitamin e']","cream"
"ultra soft toothbrush","bru","['ultra soft']","toothbrush"
"mantra groundnut oil","ant","['groundnut']","oil"
"brown chana sprouts","bro","['brown', 'chana', 'sprouts']",
"glass painting kit","gla","[]","painting kit"
"nasher miles trolley","miles","[]","trolley"
"mustard oil patanjali","anjali","['mustard']","oil"
"gala kitchen sponge","gala","[]","kitchen sponge"
"fish sea food","sea","[]","sea food"
"bag in time",,"[]",
"gyan dairy paneer","air","[]","paneer"
"i phone 13 cover","one","[]","cover"
"boldfit shoe bag","boldfit","['boldfit']","shoe bag"
"sona masoori rice 1 kg","ice","['1 kg']","rice"
"akshayakalpa a2 milk","akshayakalpa","[]","milk"
"wembley remote control car","rem","[]","remote control car"
"ande ki tray",,"[]","tray"
"milk 1 ltr",,"['1 ltr']","milk"
"tata soulfull oats","full","[]","oats"
"whisper ultra night","ultra","['ultra', 'night']",
"5 star box","5 star","[]","box"
"tata sampann masoor","pan","[]","masoor"
"transparent nail paint",,"['transparent']","nail paint"
"rich desi ghee",,"['rich', 'desi']","ghee"
"mamy poko pants xl","ant","['xl']","pants"
"gut cleanse supplement",,"['gut cleanse']","supplement"
"dalda cooking oil","dalda","[]","cooking oil"
"kinder joy harry potter version","joy","['harry potter version']","kinder joy"
"dot & key serum","dot & key","[]","serum"
"urad dal black",,"['black']","dal"
"ram bandhu pickle",,"[]","pickle"
"coca cola combo","coca cola","[]","combo"
"face wash simple","ace","[]","face wash"
"saffola soya chunks","fol","[]","soya chunks"
"women cotton panty","ant","['women', 'cotton']","panty"
"pedigree wet food","pedigree","[]","wet food"
"vitamin a tablet","vitamin","['vitamin a']","tablet"
"natural greek yogurt",,"['natural', 'greek']","yogurt"
"vagh bakri cha",,"[]","cha"
"max protein cookie","max protein","[]","cookie"
"chief commissioner flavour","com","['chief commissioner', 'flavour']",
"oregganic white eggs","hit","['white']","eggs"
"house of beauty","house of beauty","[]",
"american style chips","american style","['american style']","chips"
"front load detergent powder","gen","[]","detergent powder"
"open face helmet","ace","[]","helmet"
"gluten free atta",,"['gluten free']","atta"
"surf excel 7 kg","surf excel","['7 kg']",
"himalaya massage oil","himalaya","[]","massage oil"
"kuber industries chair","air","[]","chair"
"nandini fresh milk","fresh","['fresh']","milk"
"cetaphil baby shampoo","cetaphil","[]","baby shampoo"
"mango fruit juice","fru","['mango']","fruit juice"
"evil eye bangle","eye","['evil eye']","bangle"
"kesar milk masala","asal","['kesar', 'milk', 'masala']",
"tirupati groundnut oil","tirupati","['tirupati']","groundnut oil"
"mamypoko pants nb","ant","['nb']","pants"
"dark spot cream","ark","['dark spot']","cream"
"drawing book for kids","raw","['for kids']","drawing book"
"honey oud perfume","one","['honey', 'oud']","perfume"
"bike chain lube",,"[]","chain lube"
"boat wave sigma","sigma","[]","wave sigma"
"whiskas chicken gravy","hic","['chicken', 'gravy']",
"thums up 20","thums up","['20']",
"dairy milk desert","air","['desert']",
"veeba pasta sauce","veeba","[]","pasta sauce"
"i pill tablet",,"[]","tablet"
"spf lip balm",,"['spf']","lip balm"
"nandini idli batter","nandini","[]","idli batter"
"ahaglow face wash","ace","[]","face wash"
"dew fresh toilet cleaners","dew fresh","[]","toilet cleaners"
"mr beast choclate",,"[]","chocolate"
"ready to eat paratha","ara","['ready to eat']","paratha"
"school lunch box","lunch","[]","lunch box"
"sulfate free shampoo",,"['sulfate free']","shampoo"
"chocolate flavoured condoms","dom","['chocolate flavoured']","condoms"
"kinder joy chocolate harry potter","joy","['harry potter']","chocolate"
"center fruit gums","center fruit","[]","gums"
"khadi face wash","ace","[]","face wash"
"sugar 500 gm","sugar","['500 gm']","sugar"
"elle 18 nail polish","elle","[]","nail polish"
"jaspo cricket ball","jaspo","[]","cricket ball"
"dark chocolate galaxy","ark","['dark']","chocolate"
"fruits ice apple","apple","['ice', 'apple']","fruits"
"chocolate cream pot","cream pot","[]","chocolate cream pot"
"raw rice 1 kg","ice","['1 kg']","rice"
"chini 5 kg",,"['5 kg']","chini"
"bio nutrients pure diet","bio","[]",
"gala sponge wipe","gala","[]","sponge wipe"
"vincent chase sunglasses","gla","[]","sunglasses"
"korean spicy noodles",,"['spicy', 'korean']","noodles"
"dried red chilli","red","['dried', 'red']","chilli"
"bikaji falahari chips","bika","['falahari']","chips"
"ladies hand bag",,"['ladies']","hand bag"
"thermal for women","omen","['thermal', 'for women']",
"amul milk cream","amul","[]","milk cream"
"soulflower hair oil","air","[]","hair oil"
"classic masala oats","asal","['classic', 'masala']","oats"
"cetaphil moisturising lotion","cetaphil","['moisturising']","lotion"
"vanilla ice cream family pack","anil","['vanilla', 'family pack']","ice cream"
"cashew nuts 1kg",,"['1kg']","cashew nuts"
"noise bluetooth earbuds","noise","[]","earbuds"
"square cake pan","pan","['square']","cake pan"
"lays chilli lemon",,"['chilli', 'lemon']",
"haldiram classic salted","classic","['classic', 'salted']",
"manforce ultra feel","manforce","['ultra feel']",
"active dry yeast","active","['active', 'dry']","yeast"
"t special milk",,"[]","milk"
"parker ball pen","ark","[]","ball pen"
"grb gulab jamun","gulab","[]","gulab jamun"
"pepe jeans solid","pepe jeans","['solid']",
"ssp hing powder","ssp","[]","hing powder"
"herbal termite repellent","elle","['herbal']","termite repellent"
"garnier acno fight","garnier","['acno fight']",
"pampers s size","pampers","['s size']",
"iphone 15 pro cover","one","[]","cover"
"episoft face wash","ace","[]","face wash"
"milk chocolate chips",,"['milk', 'chocolate', 'chips']","chocolate"
"johnson's baby soap","johnson's baby","[]","soap"
"home cleaning broom","bro","[]","broom"
"jeans for men",,"['for men']","jeans"
"moisturizer for oily skin","rize","['moisturizer', 'for oily skin']",
"rava idli batter",,"['rava']","idli batter"
"red velvet cone","one","['red', 'velvet']","cone"
"7 up soft drinks","7 up","[]","soft drinks"
"bajre ka aata",,"['bajre']","aata"
"sanfe hair removal cream","air","[]","hair removal cream"
"boat car charger","arg","[]","car charger"
"kachhi dabeli masala","abel","['kachhi']","dabeli masala"
"safal frozen vegetables","saf","[]","frozen vegetables"
"nan pro stage 1","pro","[]","nan pro stage 1"
"deconstruct vitamin c","deconstruct","['vitamin c']",
"spray for men",,"['for men']","spray"
"safal green peas","saf","[]","green peas"
"pore minimizer primer","prime","['pore minimizer']","primer"
"lemon ginger tea","gin","['lemon', 'ginger']","tea"
"kachchi ghani oil",,"['kachchi', 'ghani']","oil"
"furniture corner guard","cor","[]","corner guard"
"use and throw box",,"[]","box"
"vector plus razor","ect","[]","razor"
"bakers dozen cake",,"[]","cake"
"asparagus - thai","ara","['thai']","asparagus"
"tongue cleaner plastic",,"['plastic']","tongue cleaner"
"laptop table stand",,"[]","table stand"
"coconut oil bottle","cocon","['coconut']","oil"
"baby care gift",,"['baby care', 'gift']",
"face wash for women","ace","['for women']","face wash"
"bella vita body lotion","bell","[]","body lotion"
"cut fruits chaat","fru","['cut', 'chaat']","fruits"
"double horse idiyappam","double horse","[]","idiyappam"
"red nail paint","red","['red']","nail paint"
"hyphen face creams","ace","[]","face creams"
"protein ice cream","ice","['protein']","ice cream"
"artificial rose flowers","artificial","['artificial', 'rose']","flowers"
"cotton candy icecream","ice","['cotton candy']","ice cream"
"nandini idli dosa batter","nandini","[]","batter"
"ring for women","omen","['for women']","ring"
"usb charging cable","arg","[]","charging cable"
"real cranberry juice","ice","['cranberry']","juice"
"mawana crystal sugar","crystal","[]","sugar"
"himalaya koflet syrup","himalaya","[]","syrup"
"chocolate fruit and nut","fru","['chocolate', 'fruit and nut']",
"colour pencil set",,"['colour', 'pencil', 'set']","pencil"
"doms stationery kit","dom","[]","stationery kit"
"ganesh rice flour","flo","[]","rice flour"
"pond's face gel","ace","['face', 'gel']",
"mobile stand bike","mobil","[]","mobile stand"
"fix my curls shampoo","fix my curls","[]","shampoo"
"queen size bedsheet",,"['queen size']","bedsheet"
"baskin robbins cake","baskin robbins","[]","cake"
"red bull energy","red","['red']","energy"
"tomato ketchup pouch","ketch","['tomato']","ketchup pouch"
"one plus z2","one","[]",
"basmati rice biryani","ice","['biryani']","basmati rice"
"notebook 300 pages",,"['300 pages']","notebook"
"drools cat litter","drools","[]","cat litter"
"charliee schezwan sticks","charliee","['schezwan']","sticks"
"dot & key lipbalm","dot & key","[]","lipbalm"
"boat wired earphone","one","[]","earphone"
"kurkure puff corn","cor","['puff']","corn"
"ellementry kitchen tools","elle","[]","kitchen tools"
"optimum nutrition fitness","nutri","['fitness']",
"alps goodness rosemary water","lps","['rosemary']","water"
"4 line notebook",,"['4 line']","notebook"
"cadbury dairy milk chocolate","air","[]","chocolate"
"farmley pumpkin seeds","farm","['pumpkin seeds']",
"protein bar box","bar box","[]","protein bar"
"dairy milk 20 rs","air","['20 rs']",
"modern wheat bread","modern","['wheat']","bread"
"fortune oil 15 kg","fortune","['15 kg']","oil"
"kitchen set toy","itch","[]","kitchen set toy"
"hand gloves bike",,"['hand', 'bike']","gloves"
"klf til oil","klf","[]","oil"
"boat airdopes 131","air","['airdopes', '131']",
"hide & seek coffee","hide & seek","[]","coffee"
"gobindo bhog rice","ice","['gobindo bhog']","rice"
"curly hair shampoo","air","['curly', 'hair']","shampoo"
"chilli lemon lays",,"['chilli', 'lemon']",
"glass feeding bottle","gla","['glass']","feeding bottle"
"new kinder joy","joy","[]",
"surf excel front load liquid","liquid","['front load']","liquid"
"urad black split","lit","['black', 'split']","urad"
"namaskaram banana chips","ara","[]","banana chips"
"oneplus nord buds 3 pro","nor","['nord', '3 pro']","buds"
"new year greetings","new","[]",
"muscle blaze oats",,"[]","oats"
"pads with wings",,"['with wings']","pads"
"spider man toy",,"[]","toy"
"jockey women socks","jockey","['women']","socks"
"vicks action 500","action","['action', '500']",
"moisturing cold cream","rin","['moisturing']","cold cream"
"nothing phone 2a","nothing","[]","phone"
"tata gold coffee","gold","[]","coffee"
"fruits betel nut","betel","[]","fruits"
"xyxx men's underwear",,"[""men's""]","underwear"
"baby milk food",,"[]","milk food"
"moong dal snacks","moon","['moong dal']","snacks"
"ice cream corn","cor","[]","ice cream"
"diamond facial kit","mond","['diamond']","facial kit"
"dairy milk silk brownie","air","['silk', 'brownie']","dairy milk"
"tutty fruity bread","fru","['tutty fruity']","bread"
"dark chocolate powder","ark","['dark']","chocolate powder"
"toor dal 1kg",,"['1kg']","toor dal"
"organic india honey","nic","[]","honey"
"adult diaper pant","ant","['adult']","diaper pant"
"plum vanilla lotion","anil","['vanilla']","lotion"
"fruit cake slice","fru","[]","cake slice"
"harrypoter kinder joy","joy","[]",
"hide and sick",,"[]",
"sanfe dry shampoo","sanfe","[]","dry shampoo"
"durex close fit","durex","['close fit']",
"dog food dry",,"['dry']","dog food"
"sky high mascara","ara","[]","mascara"
"maggi chicken cubes","hic","['chicken']","cubes"
"fiona sunflower oil","fiona","[]","sunflower oil"
"bed sheet double",,"['double']","bed sheet"
"laddo gopal vastra","add","['laddo gopal']","vastra"
"rio energy drinks","rio","[]","energy drinks"
"verka desi ghee","verka","['desi']","ghee"
"biscuit moms magic","mom","[]","biscuit"
"herbal ant repellent","ant","['herbal']","ant repellent"
"spiderman school bag",,"[]","school bag"
"chings noodles masala","asal","['masala']","noodles"
"gillette mach 3","gillette","['mach 3']",
"mamaearth mosquito repellent","arth","['mosquito repellent']",
"baby shower decoration","cor","['baby shower']","decoration"
"tea powder gemini","gemini","['tea powder']","tea"
"gulab jamun 500g","gulab","['500g']","gulab jamun"
"palmolive shower gel","almo","[]","shower gel"
"henko front load washing liquid","henko","[]","washing liquid"
"rat glue trap",,"[]","trap"
"india gate daily delight","daily","['daily delight']",
"park avenue shaving cream","ark","[]","shaving cream"
"britannia cheese block","britannia","[]","cheese block"
"campa orange pet","campa","['orange']","pet"
"current sezwan noodles","current","['sezwan']","noodles"
"face wash nivea","ace","[]","face wash"
"kit-kat chocolate coated","kit-kat","['chocolate coated']",
"nutrichoice seeds biscuits","choice","['seeds']","biscuits"
"nootie rubber glove","nootie","['rubber']","glove"
"pride of cow",,"[]",
"home needs plates",,"[]","plates"
"mom veg biryani","mom","['veg']","biryani"
"layered cake jar","red","['layered']","cake jar"
"khadi natural shampoo","khadi","['natural']","shampoo"
"wired earphones c type","one","['wired', 'c type']","earphones"
"plum cake veg","plum","['veg']","cake"
"vita marie gold","gold","[]",
"park avenue shampoo","ark","[]","shampoo"
"women bikini panty","ant","['women']","bikini panty"
"women's casual shoes","omen","[""women's"", 'casual']","shoes"
"milky mist greek yogurt","milky mist","['greek']","yogurt"
"horry potter kinder joy","joy","['horry potter']",
"oreo dairy milk","air","[]","oreo"
"campa cola pet","campa","[]","cola"
"coffee sachet nescafe","nescafe","['sachet']","coffee"
"marvel premium tea","marvel","['premium']","tea"
"dark chocolate 90%","ark","['dark', '90%']","chocolate"
"3m car polish",,"[]","car polish"
"catch kasuri methi","catch","[]","methi"
"cup and saucer",,"[]","cup and saucer"
"milk 500 ml",,"['500 ml']","milk"
"nic ice cream cup","ice","[]","ice cream cup"
"green magic milk",,"['green', 'magic']","milk"
"shorts for women","omen","['for women']","shorts"
"green gel pen",,"['green']","gel pen"
"coriander without roots","cor","['without roots']","coriander"
"make up pouch",,"[]","pouch"
"spicy garlic noodles","garlic","['spicy', 'garlic']","noodles"
"extra ribbed condom","dom","['extra ribbed']","condom"
"impact mint mints","impact","[]","mints"
"johnson's baby gift","johnson's baby","[]","gift"
"stainless steel spoon",,"['stainless steel']","spoon"
"mini pizza base",,"['mini']","pizza base"
"glass cleaning cloth","gla","['glass', 'cleaning']","cloth"
"cervical neck support","cal","['cervical', 'neck', 'support']",
"scotch brite kitchen wipes","brite","[]","kitchen wipes"
"surf excel top load liquid","liquid","[]","liquid"
"bisleri 10 litre","bisleri","['10 litre']","water"
"garnier vitamin c cream","garnier","['vitamin c']","cream"
"brush for kids","bru","['for kids']","brush"
"dabur lal toothpaste","dabur","['lal']","toothpaste"
"farmley dry fruits mix","farm","['dry fruits', 'mix']",
"nestle classic chocolate","classic","['classic']","chocolate"
"baby play gym-lion","play","['baby', 'lion']","play gym"
"one plus buds 3","one","[]","buds"
"skin care gift","skin","['skin care', 'gift']",
"taaja chai patti",,"['taaja']","chai patti"
"chocolate ice cream family pack","ice","['family pack', 'chocolate']","ice cream"
"modern kitchen banana chips","itch","['banana chips']",
"chocolate chip biscuits",,"['chocolate chip']","biscuits"
"good knight mosquito","good knight","[]","mosquito"
"shoe polish brown","bro","['brown']","shoe polish"
"vinod kitchen utensils","itch","[]","kitchen utensils"
"nail clipper set",,"[]","nail clipper set"
"hot n sour",,"[]",
"english oven brown bread","bro","['brown']","bread"
"no onion no garlic sauce","garlic","['no onion', 'no garlic']","sauce"
"saffola edible oil","fol","[]","edible oil"
"snapin pasta mix","pin","['pasta mix']",
"zero sparkling water","ark","['zero']","sparkling water"
"minute maid juice","ice","[]","juice"
"chilli cheesy nuggets",,"['chilli', 'cheesy']","nuggets"
"amul kool coffee","amul","['kool', 'coffee']",
"cream carbonara noodle","ara","['cream', 'carbonara']","noodle"
"sebamed face creams","ace","[]","face creams"
"bottle for kids",,"['for kids']","bottle"
"mini idli plate",,"['mini']","idli plate"
"open secret brownie","bro","[]","brownie"
"catch lemon soda","catch","['lemon']","soda"
"dairy day tubs","air","[]","tubs"
"fast charger adapter","arg","['fast']","charger adapter"
"namaskaram bombay mix","ara","[]","bombay mix"
"250 ml water",,"['250 ml']","water"
"dell laptop charger","arg","[]","laptop charger"
"medimix transparent soap","medimix","['transparent']","soap"
"udad ki daal",,"[]","daal"
"bucket 16 ltr",,"['16 ltr']","bucket"
"cat litter box","lit","[]","litter box"
"unpolished kala chana",,"['unpolished', 'kala']","chana"
"aloo tikki sandwich",,"[]","sandwich"
"spigen back cover","gen","[]","back cover"
"heritage tub curd","heritage","[]","curd"
"high protein curd","pro","['high', 'protein']","curd"
"so good almond milk","almo","[]","almond milk"
"idhayam groundnut oil","idhayam","[]","groundnut oil"
"nirvana ion earbuds",,"[]","earbuds"
"rabbit soft toy",,"['soft']","toy"
"milk 1 l",,"['1 l']","milk"
"dairy milk bubble","air","['bubble']",
"my gratitude journal kit",,"[]","journal kit"
"bombay shaving company face wash","ace","[]","face wash"
"plant based milk","ant","['plant based']","milk"
"boys school shoes",,"['boys']","school shoes"
"greek yogurt milky mist","milky mist","['greek']","yogurt"
"baby care set",,"[]","baby care set"
"instax camera films","era","[]","camera films"
"oil 15 l",,"['15 l']","oil"
"daily good rice flour","daily","[]","rice flour"
"tp-link wi-fi dongle","don","[]","wi-fi dongle"
"acne star soap","acne","['acne', 'star']","soap"
"red ink pen","red","['red']","ink pen"
"luvlap baby diapers","luvlap","[]","diapers"
"vijay ragi flour","flo","['ragi']","flour"
"sanfe acne patch","acne","['acne patch']",
"chocolate pancake mix","pan","['chocolate']","pancake mix"
"electric warm bag","ect","['electric']","warm bag"
"agar agar powder",,"['agar agar']","powder"
"snapin chilli flakes","pin","[]","chilli flakes"
"gulab jamun mini","gulab","['mini']","gulab jamun"
"long note book","long","['long']","note book"
"godrej aer kit","godrej","[]","kit"
"sensodyne repair and protect","air","['repair', 'protect']",
"bajaj electric kettle","bajaj","[]","electric kettle"
"wow face wash","ace","[]","face wash"
"chana dal 1kg",,"['1kg']","chana dal"
"sebamed baby wash","sebamed","['baby wash']",
"period care package","pac","['period care']","package"
"bread no maida",,"['no maida']","bread"
"pedigree for puppy","pedigree","['for puppy']",
"prescription medicines capsule",,"[]","medicines"
"spinner for baby","pin","['for baby']","spinner"
"amul cheese sauce","amul","[]","cheese sauce"
"ice cream 500 ml","ice","['500 ml']","ice cream"
"unpolished masoor dal","masoor dal","['unpolished']","masoor dal"
"zoology med easy",,"[]",
"glitter nail paint","gli","['glitter']","nail paint"
"bonkerz men's sliders","bon","[""men's""]","sliders"
"detan face wash","ace","['detan']","face wash"
"redensyl hair serum","air","['redensyl']","hair serum"
"cadbury chocobakes cookies","cadbury","['chocobakes']","cookies"
"chicken cheese nuggets","hic","['chicken', 'cheese']","nuggets"
"self help book",,"[]","book"
"keo karpin hair oil","air","[]","hair oil"
"love and beauty",,"[]",
"nua heat patches","nua","['heat patches']",
"chocolate truffle cake",,"[]","cake"
"unibic cashew cookies","unibic","['cashew']","cookies"
"american ice cream","ice","[]","ice cream"
"pain relief applicator","tor","['pain relief']","applicator"
"guess in 10","guess","[]",
"britannia atta kulcha","britannia","['atta']","kulcha"
"cello plastic stool","cello","[]","stool"
"sivaji brand rice","ice","[]","rice"
"i phone 15 cover","one","[]","cover"
"boat rockerz 480",,"[]","rockerz 480"
"marie light biscuit","marie","['light']","biscuit"
"red level tea","red","['red']","tea"
"laddu gopal dress","add","['laddu gopal']","dress"
"tv remote battery","rem","[]","battery"
"long lasting perfume","astin","['long lasting']","perfume"
"single polish rice","ice","['single']","polish rice"
"bella vita perfume women","bell","['women']","perfume"
"sirona panty liners","ant","[]","panty liners"
"satvik bhagvad geeta","sat","[]","bhagvad geeta"
"office mouse pad","ice","[]","mouse pad"
"bombay sweet shop","bombay sweet shop","[]",
"non alcoholic wine","c win","['non alcoholic']","wine"
"dry kitten food",,"['dry']","kitten food"
"red dragon fruit","fru","['red']","dragon fruit"
"id batter combo","com","[]","batter combo"
"bodywise roll on",,"[]","roll on"
"hand gloves for bike",,"['for bike']","hand gloves"
"sanitary pad stayfree","stayfree","[]","sanitary pad"
"oleev olive oil","oleev","[]","olive oil"
"e27 led bulb",,"[]","led bulb"
"lifelong electric kettle","ect","[]","electric kettle"
"pure magic biscuits","pure","['pure', 'magic']","biscuits"
"soap making kit","king","[]","kit"
"organic moong dal","moon","['organic']","moong dal"
"tulips ear buds","tulips","[]","ear buds"
"room heater blower",,"[]","heater"
"sun pure oil","pure","[]","oil"
"triple bar stick","tri","[]","stick"
"chameli ka tel","tel","['chameli']","tel"
"one plus cable","one","[]","cable"
"lite snacks chips","lit","['lite']","snacks"
"surf excel small","surf excel","['small']",
"bingo chips combo","com","['combo']","chips"
"sandisk sd card","sandisk","[]","sd card"
"automatic room freshner","fresh","['automatic']","room freshner"
"vicco skin cream","skin","[]","skin cream"
"cool mist humidifier",,"['cool', 'mist']","humidifier"
"hide and seek coffee",,"[]","coffee"
"refined oil 500 ml","fine","['refined', '500 ml']","oil"
"10 liter water","lit","['10 liter']","water"
"mtr turmeric powder","mtr","[]","turmeric powder"
"chicco baby lotion","chicco","[]","baby lotion"
"wax shoe polish",,"[]","shoe polish"
"ustraa hair cream","air","[]","hair cream"
"mamaearth ubtan face wash","ace","['ubtan']","face wash"
"boldfit kinesiology tape","boldfit","['kinesiology']","tape"
"jockey women bra","jockey","['women']","bra"
"bertolli olive oil","bertolli","[]","olive oil"
"justherbs lip balm","just","[]","lip balm"
"glow and lovely",,"[]",
"lakme lumi cream","lakme","['lumi cream']",
"dark fantasy cake","ant","['dark', 'fantasy']","cake"
"uniball mechanical pencil","cal","[]","mechanical pencil"
"dry fruits pista","fru","['dry', 'pista']","fruits"
"water colour set",,"[]","colour set"
"tresemme hair mask","air","['hair mask']",
"bluetooth earphones boat","oot","[]","earphones"
"self adhesive tape",,"['self adhesive']","tape"
"coffee face scrub","ace","[]","face scrub"
"gut health gummies","health","['gut health']","gummies"
"wild stone deo","one","[]","deo"
"namaste india ghee",,"[]","ghee"
"unity basmati rice","ice","[]","basmati rice"
"shampoo hair color","air","[]","shampoo"
"wine gift bag",,"[]","gift bag"
"sunrise coffee powder",,"['sunrise']","coffee powder"
"bed study table",,"[]","table"
"ching's secret soups","ching's secret","[]","soups"
"free gift box",,"['free gift box']",
"ice cream tub chocolate","ice","['chocolate']","ice cream tub"
"ptron bluetooth speaker","oot","[]","bluetooth speaker"
"black plastic bag",,"['black', 'plastic']","bag"
"dnv dal chini","dnv","[]","dal chini"
"emami 7 oils","emami","[]","oils"
"chemist body wash","hem","[]","body wash"
"bebodywise shower gels","bebodywise","[]","shower gels"
"regular sanitary pads",,"['regular']","sanitary pads"
"top load detergent","gen","[]","detergent"
"loreal hair cream","air","[]","hair cream"
"pawan mustard oil","pawan","[]","mustard oil"
"on1y pepper grinder","on1y","[]","pepper grinder"
"earth rhythm shampoo","arth","[]","shampoo"
"boat nirvana space","ace","['nirvana', 'space']",
"amul butter cubes","amul","['butter', 'cubes']",
"daily good pista","daily","[]","pista"
"a4 size book",,"['a4 size']","book"
"cream fills toffee",,"['cream fills']","toffee"
"biscuit 50 50",,"['50', '50']","biscuit"
"disposable carry bag",,"[]","carry bag"
"power bank for iphone","one","['for iphone']","power bank"
"bags for men",,"['for men']","bags"
"dark chocolate bournville","ark","['dark']","chocolate"
"whisper choice xl","choice","['xl']",
"marble game set",,"['marble']","game set"
"banjaras black henna","ara","['black']","henna"
"vim shining powder","vim","['shining']","powder"
"red masoor dal","masoor dal","['red']","masoor dal"
"zepto cafe kharadi network3","ara","[]",
"yojana brown eggs","bro","['brown']","eggs"
"heritage full cream milk","full","['full cream']","milk"
"hand wash pouch",,"[]","hand wash"
"garnier men facewash","ace","['men']","facewash"
"pedigree puppy gravy","pedigree","['puppy', 'gravy']",
"high waist panty","ant","['high waist']","panty"
"amul chocolate bar","amul","[]","chocolate bar"
"happy new year gift","appy","[]","gift"
"zepto cafe pav",,"[]","pav"
"whole truth peanut",,"[]","peanut"
"moong daal namkeen","moon","['moong', 'daal', 'namkeen']",
"hair dye shampoo","air","[]","shampoo"
"leonardo olive oil","leo","[]","olive oil"
"refined oil 500","fine","['refined', '500']","oil"
"milma pride milk","milma","['pride']","milk"
"usha room heater","usha","[]","room heater"
"sun protection cream","ect","['sun protection']","cream"
"tata salt powder","salt","['salt', 'powder']",
"baby diaper new born","new","['baby', 'new born']","diaper"
"hot dog buns","uns","[]","buns"
